id,screen_name,text,date/time,custom prediction,textblob prediction
1257097521576513538,KillaKyrie2,delete don like my face on the internet,2020-05-03 23:59:39,0.07698652,0.0
1257097481688625153,SonjaVogt2,check this out alice the legged dog playing ball and killing it,2020-05-03 23:59:30,0.811966,0.0
1257097449304461320,thecamjohnson_,miss guys sm,2020-05-03 23:59:22,0.011021972,0.0
1257097423828197376,jonasfanmiley14,is revealing top tonight about to watch it,2020-05-03 23:59:16,0.99385285,0.5
1257097375715336207,Mike_Light_77,good question you can get propane fueled one cabinet style for 150 300 have used one of those for years my next upgrade will be pellet was going to pull that trigger this spring but then the world went nuts,2020-05-03 23:59:04,0.99877733,0.35
1257097345994502157,ShelbyGrosch,if there is anything else you want to know just reply to this thread obviously am not afraid to be transparent,2020-05-03 23:58:57,0.47337425,0.3
1257097345172414472,ShelbyGrosch,looking forward the plan is to keep my head down and keep doing things that work and get better in other areas my writing can always improve my on camera presence needs work opportunites in video editing become better at selling everything is work in progress end,2020-05-03 23:58:57,0.6838533,0.1798611111111111
1257097344195198979,ShelbyGrosch,financial coaching was not sure how people would react to me offering financial coaching but overall it has been amazing have helped half dozen people become more confident with their money and making better decisions,2020-05-03 23:58:57,0.97781324,0.18703703703703706
1257097343301824512,ShelbyGrosch,money made easy launched course at one of the worst times imo and overall it did well gross revenue is in the figures not much more to say besides think it could be the best 99 investment you can make in your future check it out,2020-05-03 23:58:57,0.9995451,0.02619047619047619
1257097342051901441,ShelbyGrosch,email marketing if you have ever built an online business you will hear that you always need to build an email list have done this from day but did not know what was doing months ago shared how to build quiz funnel can you see it on the chart,2020-05-03 23:58:56,0.86775494,0.0
1257097340692856834,ShelbyGrosch,youtube is still something am trying to figure out so far have uploaded videos at an average of minutes per video going to test new method over the next couple of months to jump start growth,2020-05-03 23:58:56,0.9571508,0.02159090909090909
1257097339199578112,fpcwichita,reflections with the pastor,2020-05-03 23:58:56,0.97522056,0.0
1257097338952265728,ShelbyGrosch,pageviews and organic users both showing positive trend lines but not exponential growth in april set record high for both they are somewhat correlated,2020-05-03 23:58:56,0.9920315,0.19363636363636363
1257097337832460294,twdenton64,assad is surely not the thug the west makes him out to be,2020-05-03 23:58:55,0.6847601,-0.25
1257097337668861952,ShelbyGrosch,it is been minute so let me give you an update on my blog spoiler it is not rolling in the cash as some of you may think thread,2020-05-03 23:58:55,0.7845654,0.0
1257097329036922881,ilIestWillis,this has long been favorite of mine and could gush over it and the novel for days but will try to keep it concise my review of gone with the wind on letterboxd,2020-05-03 23:58:53,0.5119778,0.18333333333333335
1257097328835559426,nemesiscafe,me trying to write my research paper on the influence of politics on minimum wage legislation,2020-05-03 23:58:53,0.95176804,0.0
1257097297252495362,KillaKyrie2,typo,2020-05-03 23:58:46,0.63392925,0.0
1257097267225473024,KillaKyrie2,typo,2020-05-03 23:58:38,0.63392925,0.0
1257097195062468615,jmbwichita,soooooo are you gonna make me refer to you as dr dtmb,2020-05-03 23:58:21,0.94809467,0.0
1257097179900018689,Homebrew_Handy,that 90 blues logo is trash,2020-05-03 23:58:18,0.105243474,0.0
1257097173520482304,KillaKyrie2,bc here,2020-05-03 23:58:16,0.2749918,0.0
1257097155573157893,calistainbloom,wow lmao had no idea lmao,2020-05-03 23:58:12,0.5269281,0.4333333333333333
1257097144324030468,sethviews,my newest project is up go show some love defintely my best car video to date,2020-05-03 23:58:09,0.9085657,0.75
1257097081556217856,KillaKyrie2,delete bc not here,2020-05-03 23:57:54,0.572307,0.0
1257097041127374851,gsmenace,what truly disturbing is how badly dr birx and dr falchi got it all wrong pushing america off course and leaving us with near disaster as we try to right the ship to get america back,2020-05-03 23:57:44,0.27799058,-0.21904761904761902
1257096965130723329,royalfan101,you agree or disagree,2020-05-03 23:57:26,0.8207683,0.0
1257096917479297025,AtlasMD,management is about using others for your success leadership is about stewarding the lives entrusted to you kaushik viswanath,2020-05-03 23:57:15,0.30895442,0.3
1257096869345443840,citizensforale1,greatest president and first lady ever thank you,2020-05-03 23:57:04,0.90902084,0.625
1257096862735138818,KillaaKammy,period every move make all speak on anyways so couldn care any less,2020-05-03 23:57:02,0.76038194,-0.16666666666666666
1257096798855999491,adulliame,lord help us all,2020-05-03 23:56:47,0.6022841,0.0
1257096798734344193,adulliame,she is big girl she can and did handle it black people take stuff like that all the time whether we want to are not,2020-05-03 23:56:47,0.9828713,-0.08333333333333333
1257096737736527879,KillaKyrie2,wouldn like you,2020-05-03 23:56:32,0.37008825,0.0
1257096695512522752,citizensforale1,let us try something different tonight instead of question just want to say thank you mr president for all you and melania do for america,2020-05-03 23:56:22,0.90684795,0.0
1257096573537988608,flip8245,was the first year followed every game been an addict ahem fan ever since,2020-05-03 23:55:53,0.95125055,-0.07500000000000001
1257096567905046530,JosephAshbyShow,to be clear we re still on the herd immunity path with or without vaccine herd immunity is not so much strategy as it is an inescapable biological eventuality,2020-05-03 23:55:52,0.99906516,0.15000000000000002
1257096549928259584,iamtimeverson,90 sesame street slayed,2020-05-03 23:55:47,0.32722157,0.0
1257096409796485122,Trev_Dote34,been waiting all day time is going by slow the goat and black mamba,2020-05-03 23:55:14,0.9987052,-0.23333333333333334
1257096399935635461,JackStr13435605,will hate watch that shit,2020-05-03 23:55:12,0.98021805,-0.5
1257096397339406338,b_henny22,cowboys are different breed,2020-05-03 23:55:11,0.59117055,0.0
1257096389693255680,KillaKyrie2,same,2020-05-03 23:55:09,0.41247088,0.0
1257096365236158466,CocoaDolce,thanks wichita for your support we appreciate all the orders you placed during the time our doors were closed and we have loved seeing you all this weekend now that we are back open thank you we appreciate you choosing us for all your sweet tooth needs,2020-05-03 23:55:03,0.99338335,0.19166666666666665
1257096332298162176,evange1inerose,have fun looking when ur girlies and to the normal people wear spf everyday,2020-05-03 23:54:55,0.9013753,0.08333333333333331
1257096274626719744,JamesIsaak2,imagine how awesome these would look in good lighting white faced ibis,2020-05-03 23:54:42,0.9339268,0.5666666666666667
1257096197082353666,brutdog44,lol he big dumbie,2020-05-03 23:54:23,0.27968267,0.4
1257096177046171649,marjberk,definitely gg,2020-05-03 23:54:18,0.8799305,0.0
1257096144481660928,roronorthmath,yesterday was miles on bike today was almost on foot,2020-05-03 23:54:11,0.9616522,0.0
1257096139205115904,OtterNoises,always,2020-05-03 23:54:09,0.8388433,0.0
1257096139133857792,evange1inerose,white girls that like to tan themselves into different race scare tf outta me like understand wanting healthy summer glow but damn all takin it to skin cancer levels,2020-05-03 23:54:09,0.08004415,0.16666666666666666
1257096128148967425,AugustaHSnews,gabe wilson won the best cameo apperance the jester awards for his role as the alien in gilliagan island the award winners were announced in an online ceremony may,2020-05-03 23:54:07,0.96196973,0.375
1257096100609175554,purefeelingflo,is squabbling with me and not here for it didn even do anything this time,2020-05-03 23:54:00,0.109218866,0.0
1257096080849809409,dvnicla,some of yall never watched monster high and it shows,2020-05-03 23:53:56,0.35332775,0.16
1257096027821289472,vicxxxxc,what the pulse reading on the clit,2020-05-03 23:53:43,0.68704987,0.0
1257095714292871168,BelovedPetNanny,he makes sure it is,2020-05-03 23:52:28,0.8035909,0.5
1257095681375944704,StephenReinsmit,imagine recipe article was titled like make these nice quesadillas at home and then you read for mins about niche cheese cultural experiences and what if cornmeal was the sun god,2020-05-03 23:52:20,0.4223717,0.35
1257095674946113537,stephaniaalopez,right,2020-05-03 23:52:19,0.17130461,0.2857142857142857
1257095645955002375,gsmenace,sad they were good enough when ny needed the help now its get the hell out liberals are just crazy samaritan purse gets booted from central park day after nyc councilman vile message,2020-05-03 23:52:12,0.8213507,-0.08
1257095584529428485,utamaro71,did you cash your taxpayer funded welfare check yet chuck are you still hiding in your basement at home tweeting in your closet like scared little girl chuck,2020-05-03 23:51:57,0.9904712,-0.1875
1257095556763172864,JamesIsaak2,was speaking for him,2020-05-03 23:51:51,0.6094722,0.0
1257095514123841537,MMobleyKAKE,reminder the stay at home order for ks ends at midnight we will have everything you need to know heading into phase one of reopening the state tonight at on how are all of you feeling about it,2020-05-03 23:51:40,0.7984742,0.0
1257095507299774464,Tay_Lou,sonic just made me mad talking about they are out of slushies that all main drink how the hell,2020-05-03 23:51:39,0.5784162,-0.22916666666666669
1257095502170066946,kansasgirl1234,amen,2020-05-03 23:51:38,0.91687495,0.0
1257095499007635458,LeftCoastM1k3,nobody does it better than,2020-05-03 23:51:37,0.97184783,0.5
1257095482121302017,nonblume,am loving dillon expression,2020-05-03 23:51:33,0.99336696,0.6
1257095455768526848,KillaaKammy,so happy where im at in life rn,2020-05-03 23:51:27,0.98486376,0.8
1257095427712856064,Luge_Knight,depends on the subject but in general agree,2020-05-03 23:51:20,0.728457,-0.05833333333333332
1257095398046531585,JeffreyParson,we can forget jackson state too,2020-05-03 23:51:13,0.9836936,0.0
1257095355407249410,cortlandhanson1,really just be at home or work,2020-05-03 23:51:03,0.58608514,0.2
1257095343713419264,mirandasantosx,it real weird seeing girls from work sharing the harms way meme,2020-05-03 23:51:00,0.027797103,-0.75
1257095332313346049,BelovedPetNanny,he always lies so what the point,2020-05-03 23:50:57,0.9849531,0.0
1257095291939041280,KenJohnUn,ong tho touch my man and its going down regardless,2020-05-03 23:50:47,0.8152635,-0.15555555555555559
1257095286138249217,Luge_Knight,every time,2020-05-03 23:50:46,0.9252948,0.0
1257095269423996933,mauryedwards,deal for boeing maxs impacted if british airways closes london gatwick base via,2020-05-03 23:50:42,0.9671993,-0.4
1257095153401171969,dmt873,if ross could land with team that could focus on getting him healthy and refine his routes he could really thrive as receiver perhaps team with offensive guru head coach like the rams could turn his career around,2020-05-03 23:50:14,0.5375577,0.35
1257095151727587328,dmt873,the fantasy football thought think the eventual change of scenery for john ross could be big for him things clearly have not worked out in cincy but we saw some flashes early last year of some the potential he came into the league with,2020-05-03 23:50:14,0.96876454,0.04
1257095150674870272,dmt873,good beer and fantasy football thought for the night the beer irish red ale honey first time and really enjoy it been craving good irish red for while and it hits the spot caramel comes through nicely though if it was bit sweeter it be perfect,2020-05-03 23:50:14,0.9983586,0.365
1257095132169584640,purefeelingflo,also the poster said they have full interview and may potentially post it someday but at the current moment they just have sound bites and this snippet shared to us,2020-05-03 23:50:09,0.98097,0.1875
1257095066251939842,mirandasantosx,you can have it as treat,2020-05-03 23:49:54,0.9856098,0.0
1257095037093060609,BelovedPetNanny,too cute,2020-05-03 23:49:47,0.24318364,0.5
1257095033595052039,Luge_Knight,watching my friends flourish and find love,2020-05-03 23:49:46,0.262586,0.5
1257094971607453697,JackStr13435605,on second thought give it light touch sway the flames back forth bit bet can cook steak only problem you steak prolly be covered in chemicals,2020-05-03 23:49:31,0.93285,0.1
1257094836349554688,Luge_Knight,dude smart people just learn new shit for fun,2020-05-03 23:48:59,0.75961167,0.11266233766233766
1257094812278415361,BuddyBrittain12,firm believer if your surround yourself with good goal oriented people that you ll make something of yourself,2020-05-03 23:48:53,0.9010366,0.24999999999999997
1257094807949922312,SimonMourning,the perfect kind of date,2020-05-03 23:48:52,0.9986565,0.8
1257094775955734528,TheKidIrv24,is that huge deal,2020-05-03 23:48:44,0.78247213,0.4000000000000001
1257094755655266304,SonjaVogt2,yes yes she is yep right here beside the couch as is her habit every single night,2020-05-03 23:48:40,0.9944984,0.10714285714285714
1257094631604584449,AyySkiz,wtf is that lmaoooo,2020-05-03 23:48:10,0.63764095,-0.5
1257094631113834496,KillaKyrie2,youre acc poverty,2020-05-03 23:48:10,0.97777605,0.0
1257094597798494208,sloppy_yung,bless up,2020-05-03 23:48:02,0.7775508,0.0
1257094590542286848,LethalLake,bruh what,2020-05-03 23:48:00,0.9572947,0.0
1257094525618728960,KevinMorris1979,yeeeeeaas lol,2020-05-03 23:47:45,0.6771174,0.8
1257094517569748998,mirandasantosx,this is so cute oh my god,2020-05-03 23:47:43,0.97762567,0.5
1257094489342165001,JackStr13435605,yea mean can not cook steak properly but can definitely burn some shit,2020-05-03 23:47:36,0.16720098,-0.128125
1257094425219563522,Gorilla426,attention hound drama queen and sociopath all rolled into one,2020-05-03 23:47:21,0.80337834,0.0
1257094416260620289,barleyhop,spags prefers hitchens in that role setting fronts and making the calls,2020-05-03 23:47:19,0.99439096,0.0
1257094383503056900,mauryedwards,boeing goes from bad to worse as coronavirus crushes air travel,2020-05-03 23:47:11,0.9774482,-0.5499999999999999
1257094379329785856,KillaKyrie2,it twitter,2020-05-03 23:47:10,0.6051409,0.0
1257094377907851267,JanHigg20498605,gave myself haircut and my stylist is going to be so disgusted with me when he has to fix it,2020-05-03 23:47:10,0.5169811,-1.0
1257094375718498307,sloppy_yung,who first,2020-05-03 23:47:09,0.47953302,0.25
1257094352033263617,ColbyRatz,went to buy small chest freezer at lowe because it was on sale lowe employee told us it would be weeks or more before we got it because all chest freezers were sold out they sold more in the last month than they have in the last three years combined all are crazy,2020-05-03 23:47:03,0.95382965,0.025000000000000005
1257094337550323714,KillaKyrie2,youre acc poverty,2020-05-03 23:47:00,0.97777605,0.0
1257094278012076032,mac_mogul,oof this one was heavy pour,2020-05-03 23:46:46,0.11654267,-0.2
1257094272358195200,sloppy_yung,my girl is into it and tryin just don associate with anything aries,2020-05-03 23:46:44,0.05423668,0.0
1257094256495341568,Luge_Knight,need to get in her level shit,2020-05-03 23:46:41,0.79708725,-0.2
1257094255270641666,_EMAHLEEEE,making your baby an ambassador of clothing boutique is weird as fuck,2020-05-03 23:46:40,0.3271736,-0.45
1257094221770772480,KillaKyrie2,you re gay tho,2020-05-03 23:46:32,0.94678247,0.4166666666666667
1257094210194415621,brutdog44,just finished how met your mother and ted mosby is the biggest dipshit in television history,2020-05-03 23:46:30,0.32660145,0.0
1257094177558605824,zmckellips,super fuck this dude,2020-05-03 23:46:22,0.83324444,-0.033333333333333354
1257094090463813634,joshwilbert1,absolutely,2020-05-03 23:46:01,0.75602037,0.2
1257094080498143233,JamesIsaak2,yellow legs hudsonian godwits lifers ibis long billed dowitchers,2020-05-03 23:45:59,0.63856727,-0.025
1257094077939699713,KillaKyrie2,you re acc poverty,2020-05-03 23:45:58,0.939391,0.0
1257094015981412352,AddyWren,10 woman and was always the tallest in my grade in the small midwest towns grew up in up until high school definitely got teased for it sometimes and boys did not like me,2020-05-03 23:45:43,0.9858855,-0.03
1257094013452255232,KillaKyrie2,you re taking this way too seriously,2020-05-03 23:45:43,0.039237887,-0.3333333333333333
1257093998025617409,vicxxxxc,easy,2020-05-03 23:45:39,0.5654949,0.43333333333333335
1257093996851142657,Cooky_Monster17,are they the ones with the one where she said she been taking self defense classes and he said get my money back after he dropped her,2020-05-03 23:45:39,0.15005395,0.0
1257093963636510725,JacksonWHreport,woman faces dui and other charges accused of hitting children with her car in south wichita,2020-05-03 23:45:31,0.91116583,-0.125
1257093959379271681,Luge_Knight,your mom is smart cookie just like you,2020-05-03 23:45:30,0.75095975,0.21428571428571427
1257093945122750466,KillaKyrie2,yessir,2020-05-03 23:45:26,0.9639115,0.0
1257093941712883713,Sand_Veil,but gba had movies could watch dbz on it,2020-05-03 23:45:26,0.9725585,0.0
1257093933978583049,KevinMorris1979,there lot to it more than that,2020-05-03 23:45:24,0.8615152,0.5
1257093915087380480,KillaKyrie2,thought you were edgy,2020-05-03 23:45:19,0.7738099,-0.3
1257093889611177988,Luge_Knight,forget about my kids too shit,2020-05-03 23:45:13,0.93405855,-0.2
1257093835315974146,KillaKyrie2,cares,2020-05-03 23:45:00,0.37637922,0.0
1257093834099605506,KAKEnews,joe biden wins kansas democratic primary,2020-05-03 23:45:00,0.98967254,0.35
1257093802927382528,JudyCaughran,my son becoming parent for the first time my heart is overjoyed,2020-05-03 23:44:52,0.9025396,0.35
1257093754315571207,KillaKyrie2,you got no skin my nigga,2020-05-03 23:44:41,0.95560586,0.0
1257093704294084610,KillaKyrie2,weep,2020-05-03 23:44:29,0.9941535,0.0
1257093692369879041,iamtimeverson,who is lar rey biyrdt,2020-05-03 23:44:26,0.04378432,0.0
1257093614364131334,butch7903,dont use os based sftp or other protocol direct instead always setup to get sftp scp ftps and setup,2020-05-03 23:44:07,0.33409202,-0.012499999999999997
1257093523553292288,KillaKyrie2,he doesn have skin,2020-05-03 23:43:46,0.13089687,0.0
1257093516653723650,Spyrobi_,gba back,2020-05-03 23:43:44,0.11915526,0.0
1257093475532668929,KillaKyrie2,you have no skin,2020-05-03 23:43:34,0.6623719,0.0
1257093457220448257,AmiraColeman1,wishing was taller so could call myself stallion like megan,2020-05-03 23:43:30,0.8747971,0.0
1257093434516652032,KillaKyrie2,me and,2020-05-03 23:43:25,0.14837894,0.0
1257093428032212993,YaBoyAntwon,people are immature as fuck haha,2020-05-03 23:43:23,0.7676801,-0.1
1257093426019028993,mirandasantosx,need one for every day of the week and maybe crop tank for work lmaoooo,2020-05-03 23:43:23,0.8742803,0.0
1257093389234974721,__niccoleb,watch hollywood on netflix,2020-05-03 23:43:14,0.8596066,0.0
1257093362340986880,JackStr13435605,love grilling if wanted my meat cooked like you do it would just use flame thrower,2020-05-03 23:43:07,0.29697764,0.5
1257093345521700864,tv_dinner_,go to the gym early stay late play hard work harder put fork in toaster until see god and all the angels fuck the angels while god watches drink gatorade go to bed feel the ever lookin presence of mortality,2020-05-03 23:43:03,0.9986526,-0.19833333333333333
1257093341000368128,Holmes_3,nigga murder hornets the fuck going on out here,2020-05-03 23:43:02,0.4263915,-0.4
1257093324554604546,JosephAshbyShow,is donald trump the only human being on earth who still believes neil ferguson,2020-05-03 23:42:58,0.9996094,0.0
1257093298705104896,KillaKyrie2,you need yeezus plus black,2020-05-03 23:42:52,0.8121885,-0.16666666666666666
1257093294934200321,KSNStormTrack3,severe thunderstorm warning for dundy county in ne until 15pm,2020-05-03 23:42:51,0.79730767,0.0
1257093290719088643,czmilosz,and now live doors down from that asshole estes ugh kansas is thick with shitheels,2020-05-03 23:42:50,0.76991737,-0.10639730639730642
1257093230287564801,KillaKyrie2,norman he needs you,2020-05-03 23:42:36,0.5727167,0.0
1257093207957090304,Sand_Veil,what counts as retro,2020-05-03 23:42:31,0.821717,0.0
1257093097122672640,Mlx39972988,great sir,2020-05-03 23:42:04,0.12444237,0.8
1257093086049701888,Spyrobi_,retro games suck,2020-05-03 23:42:02,0.9305837,0.0
1257093058514030592,mirandasantosx,love you so much,2020-05-03 23:41:55,0.9200759,0.35
1257093054814662657,Luge_Knight,honestly truly it doesn even take some financial guru to do simple audit of your current situation and act accordingly,2020-05-03 23:41:54,0.7201458,0.15
1257093031926263808,StonedInKansas,wish was one of those people that could post something saying someone buy me this please and someone fucking buys it,2020-05-03 23:41:49,0.41903335,-0.6
1257093022241697793,bombshellxbritt,hey all wanna cuum,2020-05-03 23:41:46,0.35558832,0.0
1257092978801287171,czmilosz,am proud to say got kicked off of nextdoor because asked is mike pompeo still cheating on his wife,2020-05-03 23:41:36,0.99961644,0.8
1257092907116486656,benjaminlucas_1,brett you should go live today,2020-05-03 23:41:19,0.75208604,0.13636363636363635
1257092888292478977,jameswhitfiel10,creamy minted sweet pea soup,2020-05-03 23:41:14,0.41873646,0.35
1257092847607652354,markvoth1,99 sure saw you parked south of goessel to the west of 15 this afternoon when went through goessel from the east goessel got way more rain than we did by the looks of it cgs sprayer was parked on the field you rented on 120th if you did not know,2020-05-03 23:41:05,0.84376425,0.5
1257092835263893509,Woosieteefs,mannnn can only imagine whats going on in your head right now coach starks my prayers are up right now that bryce pulls through,2020-05-03 23:41:02,0.9932016,0.19047619047619047
1257092775968940032,BrentRandolph,greatest passing forward of all time,2020-05-03 23:40:48,0.48553357,1.0
1257092727176478720,tv_dinner_,hey guys during lockdown we owe it to ourselves to use this time to improve ourselves and become stronger people which is why make it my daily goal to contract and cure uti every day,2020-05-03 23:40:36,0.9866694,0.0
1257092711892619264,davemacdo,yep works great in dorico and musescore as well,2020-05-03 23:40:32,0.64253485,0.8
1257092707866075138,purefeelingflo,even though isa doesn say anything in it just the fact that she there is amazing,2020-05-03 23:40:31,0.8574553,0.6000000000000001
1257092675960016899,Kobeoshiii,he right can do better,2020-05-03 23:40:24,0.007661909,0.39285714285714285
1257092530832891906,davemacdo,save and reopen the file they aren saved correctly,2020-05-03 23:39:49,0.71848303,0.0
1257092467960303617,YaBoyAntwon,lmfaooo,2020-05-03 23:39:34,0.46164006,0.0
1257092449949945858,KillaKyrie2,black,2020-05-03 23:39:30,0.9137254,-0.16666666666666666
